iter	Passed	Remaining
669	96045	979088
670	96245	979525
671	96412	979615
672	96551	979431
673	96719	979536
674	96900	979776
675	97044	979633
676	97187	979480
677	97308	979114
678	97456	979018
679	97593	978809
680	97760	978897
681	97900	978714
682	98055	978690
683	98258	979134
684	98388	978859
685	98542	978818
686	98710	978910
687	98894	979170
688	99084	979479
689	99273	979790
690	99458	980048
691	99670	980568
692	99872	980997
693	100026	980953
694	100180	980902
695	100346	980972
696	100484	980768
697	100602	980372
698	100772	980481
699	100905	980225
700	101060	980188
701	101254	980527
702	101432	980702
703	101601	980796
704	101774	980937
705	101910	980707
706	102073	980738
707	102202	980450
708	102335	980202
709	102482	980075
710	102587	979560
711	102720	979305
712	102894	979450
713	103043	979350
714	103188	979204
715	103340	979133
716	103499	979135
717	103671	979243
718	103814	979092
719	103961	978970
720	104099	978770
721	104217	978373
722	104361	978223
723	104524	978258
724	104643	977873
725	104787	977731
726	104915	977430
727	105015	976876
728	105182	976942
729	105300	976557
730	105443	976394
731	105565	976045
732	105703	975850
733	105816	975413
734	105952	975195
735	106086	974957
736	106211	974635
737	106388	974793
738	106647	975704
739	106849	976085
740	107041	976377
741	107235	976681
742	107436	977053
743	107614	977213
744	107810	977531
745	107986	977672
746	108140	977607
747	108289	977499
748	108442	977434
749	108595	977355
750	108734	977159
751	108889	977109
752	109020	976837
753	109149	976552
754	109298	976445
755	109426	976157
756	109551	975829
757	109677	975517
758	109806	975237
759	109953	975117
760	110107	975055
761	110261	974987
762	110382	974635
763	110546	974659
764	110692	974532
765	110854	974539
766	110985	974267
767	111111	973958
768	111260	973854
769	111377	973464
770	111506	973190
771	111641	972958
772	111785	972806
773	111904	972444
774	112051	972315
775	112183	972063
776	112347	972086
777	112469	971746
778	112590	971403
779	112734	971252
780	112901	971299
781	113065	971324
782	113195	971056
783	113333	970855
784	113450	970467
785	113560	970030
786	113710	969936
787	113960	970685
788	114111	970594
789	114231	970247
790	114399	970299
791	114551	970218
792	114686	969992
793	114804	969618
794	114941	969411
795	115162	969909
796	115392	970486
797	115594	970819
798	115772	970957
799	115931	970929
800	116114	971097
801	116234	970745
802	116404	970812
803	116554	970705
804	116672	970336
805	116900	970883
806	117046	970749
807	117182	970526
808	117320	970326
809	117476	970267
810	117645	970323
811	117806	970309
812	117924	969940
813	118059	969710
814	118214	969647
815	118337	969325
816	118458	968983
817	118613	968918
818	118757	968764
819	118919	968762
820	119029	968329
821	119161	968082
822	119285	967766
823	119418	967524
824	119593	967616
825	119748	967552
826	119874	967257
827	120010	967038
828	120191	967187
829	120326	966959
830	120463	966751
831	120633	966804
832	120823	967019
833	120962	966828
834	121158	967089
835	121292	966857
836	121443	966760
837	121558	966372
838	121702	966218
839	121857	966153
840	122069	966542
841	122310	967150
842	122495	967320
843	122693	967588
844	122905	967973
845	123051	967827
846	123185	967595
847	123339	967513
848	123469	967250
849	123570	966760
850	123718	966631
851	123857	966438
852	124013	966377
853	124211	966638
854	124431	967071
855	124610	967184
856	124827	967592
857	124987	967563
858	125106	967207
859	125287	967338
860	125509	967776
861	125681	967831
862	125855	967907
863	125985	967642
864	126137	967542
865	126302	967540
866	126439	967325
867	126567	967043
868	126733	967054
869	126839	966601
870	126971	966353
871	127135	966349
872	127267	966099
873	127398	965839
874	127566	965863
875	127677	965451
876	127802	965149
877	127960	965092
878	128117	965036
879	128241	964722
880	128391	964609
881	128519	964336
882	128656	964119
883	128788	963870
884	128942	963792
885	129080	963585
886	129235	963512
887	129410	963586
888	129566	963515
889	129703	963303
890	129845	963129
891	129976	962876
892	130099	962560
893	130249	962450
894	130363	962065
895	130490	961786
896	130623	961546
897	130776	961453
898	130927	961345
899	131067	961163
900	131185	960812
901	131349	960802
902	131506	960742
903	131603	960241
904	131766	960220
905	131880	959845
906	132016	959632
907	132150	959402
908	132257	958973
909	132413	958909
910	132532	958568
911	132663	958318
912	132827	958310
913	132947	957981
914	133094	957841
915	133259	957841
916	133396	957632
917	133534	957432
918	133680	957291
919	133851	957331
920	133959	956915
921	134105	956772
922	134266	956741
923	134434	956753
924	134600	956751
925	134747	956622
926	134888	956440
927	135016	956169
928	135189	956219
929	135317	955951
930	135446	955690
931	135591	955545
932	135730	955353
933	135876	955206
934	136054	955294
935	136187	955058
936	136303	954703
937	136475	954743
938	136601	954464
939	136750	954346
940	136880	954091
941	137029	953971
942	137180	953860
943	137311	953615
944	137457	953477
945	137620	953454
946	137759	953258
947	137911	953163
948	138035	952864
949	138164	952606
950	138291	952334
951	138458	952336
952	138585	952065
953	138738	951973
954	138896	951917
955	139045	951793
956	139160	951442
957	139322	951408
958	139462	951222
959	139599	951023
960	139737	950823
961	139887	950713
962	140061	950759
963	140249	950905
964	140489	951398
965	140652	951372
966	140768	951026
967	140942	951067
968	141071	950810
969	141243	950842
970	141369	950567
971	141489	950252
972	141637	950121
973	141808	950144
974	141944	949934
975	142077	949709
976	142229	949604
977	142373	949445
978	142509	949238
979	142643	949013
980	142781	948821
981	142913	948582
982	143079	948572
983	143227	948448
984	143361	948225
985	143484	947927
986	143618	947704
987	143765	947569
988	143910	947425
989	144032	947122
990	144204	947149
991	144336	946917
992	144474	946724
993	144602	946463
994	144751	946338
995	144885	946120
996	145041	946040
997	145169	945786
998	145310	945607
999	145475	945588
1000	145586	945221
1001	145751	945203
1002	145893	945034
1003	146028	944818
1004	146174	944680
1005	146293	944361
1006	146437	944210
1007	146570	943982
1008	146722	943880
1009	146853	943640
1010	146985	943412
1011	147108	943125
1012	147280	943145
1013	147420	942967
1014	147567	942833
1015	147690	942541
1016	147793	942130
1017	147944	942019
1018	148080	941815
1019	148237	941745
1020	148347	941376
1021	148499	941273
1022	148640	941096
1023	148785	940951
1024	148951	940937
1025	149094	940780
1026	149226	940549
1027	149357	940314
1028	149490	940090
1029	149660	940100
1030	149773	939749
1031	149947	939787
1032	150105	939719
1033	150236	939486
1034	150362	939222
1035	150532	939231
1036	150653	938935
1037	150808	938847
1038	150929	938554
1039	151075	938412
1040	151250	938453
1041	151393	938291
1042	151535	938123
1043	151685	938007
1044	151830	937862
1045	151977	937726
1046	152121	937576
1047	152261	937395
1048	152413	937295
1049	152534	936997
1050	152675	936826
1051	152807	936602
1052	152986	936662
1053	153120	936447
1054	153252	936219
1055	153377	935953
1056	153494	935633
1057	153644	935519
1058	153769	935249
1059	153941	935268
1060	154086	935118
1061	154238	935018
1062	154406	935011
1063	154553	934874
1064	154686	934653
1065	154824	934466
1066	154992	934459
1067	155135	934299
1068	155282	934162
1069	155411	933922
1070	155532	933630
1071	155681	933510
1072	155862	933579
1073	156028	933556
1074	156229	933745
1075	156332	933343
1076	156471	933165
1077	156616	933017
1078	156751	932811
1079	156910	932745
1080	157123	933005
1081	157348	933327
1082	157509	933274
1083	157660	933166
1084	157818	933094
1085	158025	933311
1086	158245	933604
1087	158442	933762
1088	158607	933732
1089	158790	933802
1090	158932	933637
1091	159126	933776
1092	159346	934064
1093	159576	934414
1094	159740	934370
1095	159940	934542
1096	160109	934531
1097	160244	934319
1098	160381	934124
1099	160540	934053
1100	160692	933941
1101	160887	934082
1102	161079	934201
1103	161213	933988
1104	161373	933920
1105	161555	933980
1106	161687	933754
1107	161892	933950
1108	162030	933760
1109	162199	933742
1110	162339	933562
1111	162465	933300
1112	162603	933109
1113	162740	932910
1114	162874	932693
1115	163045	932690
1116	163178	932467
1117	163312	932253
1118	163421	931899
1119	163603	931958
1120	163823	932228
1121	164036	932466
1122	164269	932808
1123	164462	932930
1124	164632	932919
1125	164797	932876
1126	164946	932747
1127	165059	932407
1128	165221	932355
1129	165327	931979
1130	165461	931763
1131	165640	931801
1132	165788	931661
1133	165899	931320
1134	166027	931072
1135	166168	930894
1136	166295	930640
1137	166424	930395
1138	166587	930346
1139	166712	930079
1140	166868	929988
1141	167144	930566
1142	167292	930429
1143	167407	930105
1144	167557	929980
1145	167746	930072
1146	167883	929873
1147	168079	930002
1148	168293	930228
1149	168447	930121
1150	168622	930133
1151	168771	929999
1152	168927	929908
1153	169131	930076
1154	169242	929737
1155	169416	929737
1156	169657	930112
1157	169839	930158
1158	169977	929961
1159	170150	929961
1160	170360	930158
1161	170528	930128
1162	170653	929865
1163	170793	929681
1164	170952	929602
1165	171077	929337
1166	171211	929120
1167	171363	928999
1168	171493	928762
1169	171628	928554
1170	171759	928323
1171	171903	928159
1172	172038	927949
1173	172191	927839
1174	172311	927548
1175	172443	927322
1176	172575	927100
1177	172721	926950
1178	172906	927005
1179	173090	927061
1180	173240	926932
1181	173379	926744
1182	173541	926680
1183	173760	926918
1184	173942	926958
1185	174064	926679
1186	174245	926713
1187	174386	926539
1188	174540	926428
1189	174678	926237
1190	174824	926086
1191	174953	925843
1192	175111	925756
1193	175228	925454
1194	175352	925184
1195	175476	924918
1196	175631	924816
1197	175734	924438
1198	175880	924288
1199	176024	924126
1200	176223	924258
1201	176373	924127
1202	176509	923922
1203	176635	923668
1204	176808	923658
1205	176920	923332
1206	177100	923358
1207	177261	923287
1208	177411	923154
1209	177542	922925
1210	177680	922735
1211	177853	922724
1212	177991	922534
1213	178147	922435
1214	178308	922360
1215	178461	922245
1216	178640	922265
1217	178739	921870
1218	178876	921674
1219	179007	921445
1220	179165	921362
1221	179318	921244
1222	179429	920914
1223	179584	920813
1224	179749	920758
1225	179881	920536
1226	180031	920403
1227	180172	920231
1228	180310	920038
1229	180440	919807
1230	180561	919529
1231	180691	919296
1232	180837	919146
1233	180971	918935
1234	181095	918677
1235	181260	918618
1236	181406	918473
1237	181561	918366
1238	181692	918141
1239	181820	917899
1240	181941	917626
1241	182069	917381
1242	182184	917078
1243	182328	916917
1244	182463	916713
1245	182598	916509
1246	182747	916376
1247	182881	916163
1248	183000	915880
1249	183128	915640
1250	183249	915366
1251	183359	915041
1252	183481	914773
1253	183596	914469
1254	183739	914306
1255	183901	914237
1256	184026	913985
1257	184141	913680
1258	184270	913448
1259	184420	913321
1260	184535	913018
1261	184643	912685
1262	184782	912501
1263	184909	912260
1264	185030	911986
1265	185161	911765
1266	185280	911488
1267	185446	911435
1268	185598	911317
1269	185741	911156
1270	185890	911026
1271	186011	910754
1272	186146	910553
1273	186272	910306
1274	186398	910061
1275	186517	909783
1276	186641	909532
1277	186783	909363
1278	186924	909194
1279	187073	909059
1280	187185	908746
1281	187294	908422
1282	187417	908162
1283	187529	907854
1284	187666	907664
1285	187797	907444
1286	187953	907346
1287	188096	907187
1288	188212	906897
1289	188366	906786
1290	188473	906455
1291	188621	906316
1292	188755	906112
1293	188910	906010
1294	189059	905877
1295	189187	905646
1296	189307	905378
1297	189441	905175
1298	189597	905078
1299	189743	904930
1300	189919	904929
1301	190069	904802
1302	190203	904597
1303	190371	904555
1304	190509	904372
1305	190636	904136
1306	190775	903956
1307	190909	903755
1308	191063	903646
1309	191206	903488
1310	191338	903276
1311	191495	903181
1312	191633	903000
1313	191755	902737
1314	191942	902784
1315	192074	902574
1316	192175	902218
1317	192273	901849
1318	192431	901755
1319	192583	901643
1320	192692	901321
1321	192868	901315
1322	193002	901114
1323	193132	900898
1324	193301	900856
1325	193418	900575
1326	193568	900451
1327	193711	900291
1328	193865	900182
1329	194046	900200
1330	194170	899952
1331	194347	899952
1332	194570	900162
1333	194728	900070
1334	194872	899916
1335	195044	899889
1336	195186	899728
1337	195332	899582
1338	195487	899475
1339	195711	899689
1340	195905	899764
1341	196076	899732
1342	196238	899657
1343	196409	899627
1344	196554	899474
1345	196695	899302
1346	196821	899064
1347	196956	898870
1348	197080	898623
1349	197191	898318
1350	197330	898138
1351	197465	897942
1352	197582	897663
1353	197683	897315
1354	197814	897098
1355	197959	896948
1356	198110	896827
1357	198241	896609
1358	198402	896534
1359	198531	896313
1360	198699	896265
1361	198829	896044
1362	198963	895848
1363	199103	895672
1364	199268	895613
1365	199384	895332
1366	199535	895211
1367	199677	895046
1368	199826	894913
1369	199946	894649
1370	200083	894464
1371	200211	894237
1372	200357	894093
1373	200484	893862
1374	200651	893811
1375	200792	893644
1376	200955	893572
1377	201083	893346
1378	201236	893234
1379	201375	893055
1380	201514	892877
1381	201620	892558
1382	201775	892449
1383	201930	892344
1384	202091	892268
1385	202218	892037
1386	202336	891766
1387	202522	891800
1388	202664	891637
1389	202852	891673
1390	202961	891367
1391	203111	891239
1392	203219	890927
1393	203388	890883
1394	203497	890574
1395	203610	890286
1396	203775	890221
1397	203870	889857
1398	204008	889674
1399	204169	889596
1400	204289	889336
1401	204436	889198
1402	204594	889105
1403	204787	889161
1404	204968	889171
1405	205113	889021
1406	205264	888896
1407	205380	888618
1408	205511	888409
1409	205668	888313
1410	205812	888157
1411	205963	888036
1412	206128	887969
1413	206290	887894
1414	206465	887876
1415	206653	887910
1416	206815	887832
1417	206991	887816
1418	207129	887634
1419	207294	887568
1420	207489	887633
1421	207638	887500
1422	207811	887470
1423	207948	887287
1424	208110	887207
1425	208257	887064
1426	208419	886989
1427	208640	887159
1428	208819	887152
1429	208996	887139
1430	209147	887012
1431	209288	886844
1432	209431	886685
1433	209578	886543
1434	209720	886380
1435	209865	886228
1436	209987	885979
1437	210153	885919
1438	210277	885680
1439	210405	885456
1440	210553	885318
1441	210705	885194
1442	210836	884989
1443	210954	884722
1444	211075	884472
1445	211248	884436
1446	211408	884352
1447	211551	884192
1448	211695	884035
1449	211817	883791
1450	211949	883585
1451	212093	883431
1452	212254	883347
1453	212366	883058
1454	212490	882822
1455	212623	882621
1456	212779	882515
1457	212922	882356
1458	213057	882166
1459	213214	882066
1460	213341	881842
1461	213490	881705
1462	213632	881545
1463	213778	881397
1464	213973	881455
1465	214205	881662
1466	214418	881789
1467	214588	881741
1468	214778	881776
1469	214966	881801
1470	215122	881696
1471	215249	881469
1472	215471	881632
1473	215632	881545
1474	215856	881720
1475	216044	881742
1476	216212	881685
1477	216337	881451
1478	216470	881248
1479	216626	881144
1480	216736	880850
1481	216881	880697
1482	217039	880597
1483	217189	880466
1484	217322	880265
1485	217450	880044
1486	217629	880031
1487	217779	879897
1488	217916	879714
1489	218084	879654
1490	218292	879758
1491	218420	879538
1492	218572	879415
1493	218698	879185
1494	218826	878966
1495	218997	878919
1496	219183	878928
1497	219411	879110
1498	219594	879112
1499	219720	878882
1500	219877	878778
1501	220029	878653
1502	220133	878337
1503	220258	878105
1504	220409	877974
1505	220539	877764
1506	220728	877788
1507	220857	877570
1508	220999	877408
1509	221173	877369
1510	221323	877237
1511	221500	877212
1512	221635	877020
1513	221759	876784
1514	221903	876629
1515	222049	876481
1516	222210	876389
1517	222403	876428
1518	222601	876482
1519	222828	876653
1520	223004	876622
1521	223155	876493
1522	223340	876498
1523	223543	876574
1524	223723	876557
1525	223848	876323
1526	223985	876141
1527	224108	875901
1528	224227	875644
1529	224362	875453
1530	224576	875570
1531	224717	875401
1532	224844	875179
1533	225035	875204
1534	225163	874985
1535	225277	874711
1536	225471	874746
1537	225617	874599
1538	225772	874481
1539	225924	874355
1540	226042	874101
1541	226183	873932
1542	226339	873820
1543	226491	873694
1544	226640	873556
1545	226807	873488
1546	226968	873395
1547	227201	873582
1548	227485	873963
1549	227712	874121
1550	227868	874008
1551	228097	874179
1552	228329	874355
1553	228539	874451
1554	228730	874470
1555	228903	874422
1556	229091	874430
1557	229305	874540
1558	229448	874376
1559	229681	874555
1560	229859	874524
1561	230077	874648
1562	230229	874518
1563	230383	874396
1564	230535	874267
1565	230773	874463
1566	230979	874537
1567	231193	874643
1568	231397	874708
1569	231560	874620
1570	231775	874728
1571	231974	874773
1572	232183	874856
1573	232382	874904
1574	232657	875234
1575	232868	875325
1576	233041	875273
1577	233233	875292
1578	233449	875399
1579	233647	875437
1580	233828	875414
1581	234009	875389
1582	234183	875341
1583	234357	875287
1584	234540	875270
1585	234752	875362
1586	234997	875578
1587	235148	875439
1588	235366	875550
1589	235609	875756
1590	235826	875864
1591	236052	876003
1592	236215	875911
1593	236343	875686
1594	236548	875749
1595	236709	875645
1596	236908	875687
1597	237165	875940
1598	237396	876094
1599	237570	876039
1600	237777	876110
1601	237979	876155
1602	238154	876105
1603	238315	876003
1604	238424	875710
1605	238573	875561
1606	238708	875363
1607	238847	875178
1608	238990	875010
1609	239081	874652
1610	239206	874416
1611	239318	874135
1612	239454	873942
1613	239622	873865
1614	239791	873791
1615	239914	873548
1616	240060	873394
1617	240189	873172
1618	240321	872964
1619	240476	872839
1620	240591	872570
1621	240707	872305
1622	240917	872380
1623	241124	872442
1624	241241	872179
1625	241401	872074
1626	241591	872076
1627	241762	872009
1628	241891	871791
1629	242034	871622
1630	242168	871421
1631	242290	871176
1632	242467	871131
1633	242674	871191
1634	242786	870914
1635	242922	870720
1636	243050	870499
1637	243256	870555
1638	243408	870418
1639	243556	870269
1640	243702	870112
1641	243839	869923
1642	243991	869786
1643	244130	869603
1644	244244	869331
1645	244413	869256
1646	244579	869171
1647	244736	869053
1648	244908	868988
1649	245096	868977
1650	245246	868835
1651	245409	868739
1652	245622	868817
1653	245759	868629
1654	245935	868575
1655	246096	868472
1656	246230	868270
1657	246378	868118
1658	246545	868035
1659	246677	867828
1660	246861	867803
1661	247028	867722
1662	247174	867564
1663	247327	867431
