,subsample,gamma,learning_rate,max_depth,score
5,0.885,1.0,0.45,6.0,0.7435774447919264
4,0.885,1.0,0.425,6.0,0.7430786055524644
1,0.88,1.0,0.425,6.0,0.7423687189424608
9,0.89,1.0,0.475,6.0,0.742234416070298
3,0.88,1.0,0.475,6.0,0.7421001131981351
6,0.885,1.0,0.475,6.0,0.7420233686997565
8,0.89,1.0,0.45,6.0,0.7420233686997565
7,0.89,1.0,0.425,6.0,0.7415053433356997
2,0.88,1.0,0.45,6.0,0.7412367375913738
