,subsample,gamma,learning_rate,max_depth,score
5,0.75,1.0,0.45,6.0,0.7432320945492219
1,0.725,1.0,0.425,6.0,0.7420617409489457
6,0.75,1.0,0.475,6.0,0.7414285988373208
7,0.775,1.0,0.425,6.0,0.7413902265881315
8,0.775,1.0,0.45,6.0,0.7411216208438057
3,0.725,1.0,0.475,6.0,0.7409297595978588
9,0.775,1.0,0.475,6.0,0.7407187122273172
2,0.725,1.0,0.45,6.0,0.7406995261027224
4,0.75,1.0,0.425,6.0,0.7401815007386658
