,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,3375.031209230423,6.376130791517844,2.2947004636128745,0.04701251956710541,0,0.45,350,0.2,"{'gamma': 0, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.2}",0.7215730854462254,0.719712776826443,0.7224180852747758,0.7212346491824815,0.0011300671893352242,9
1,3706.465188264847,7.6806120484589036,2.2303358713785806,0.22794717877629034,0,0.45,350,0.5,"{'gamma': 0, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.5}",0.7368837597490432,0.7336997971018664,0.7356424388067864,0.7354086652192319,0.0013103160184558037,6
2,3573.698962132136,6.19239138484959,2.452268918355306,0.11159970808290975,0,0.45,350,0.8,"{'gamma': 0, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.8}",0.7394883011483006,0.7403767285913689,0.7401177096973796,0.7399942464790165,0.00037305781957198687,3
3,3354.288549105326,13.372387875683062,2.347501754760742,0.04783542969637588,1,0.45,350,0.2,"{'gamma': 1, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.2}",0.7212565113534981,0.722705884045875,0.7230944123868591,0.7223522692620774,0.000790886681136022,8
4,3700.264302968979,1.2009030533623568,2.3495634396870932,0.13280757959620837,1,0.45,350,0.5,"{'gamma': 1, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.5}",0.7359340374708608,0.7355704891140115,0.735369029974242,0.735624518853038,0.00023380587009073537,5
5,4382.964829524358,576.3897036231656,2.339531342188517,0.05341400280955225,1,0.45,350,0.8,"{'gamma': 1, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.8}",0.7400063314818546,0.7413408544745514,0.7408947663793475,0.7407473174452512,0.0005547034016083185,2
6,4574.963210026423,19.683278579386393,2.234962781270345,0.10860858835008357,2,0.45,350,0.2,"{'gamma': 2, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.2}",0.7237315451693671,0.7239290288230469,0.723526110543508,0.7237288948453072,0.0001645013741783664,7
7,4931.221738100052,6.230884932917637,1.3459235827128093,0.20601758104009635,2,0.45,350,0.5,"{'gamma': 2, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.5}",0.7370852159898696,0.7370670427237276,0.7377865396514758,0.7373129327883577,0.00033497279739803774,4
8,2820.1496228377023,0.9882186459352708,0.5975114504496256,0.23438233003435072,2,0.45,350,0.8,"{'gamma': 2, 'learning_rate': 0.45, 'n_estimators': 350, 'subsample': 0.8}",0.7403804645005323,0.7415279236757659,0.7417581626926453,0.7412221836229812,0.000602561649429865,1
