,subsample,gamma,learning_rate,max_depth,score
5,0.885,1.0,0.45,6.0,0.7435774447919264
8,0.885,1.0025,0.45,6.0,0.7424454634408396
7,0.885,1.0025,0.445,6.0,0.7422727883194874
2,0.885,0.9975,0.45,6.0,0.7420617409489457
3,0.885,0.9975,0.455,6.0,0.7419849964505669
1,0.885,0.9975,0.445,6.0,0.7419466242013777
4,0.885,1.0,0.445,6.0,0.7416588323324573
9,0.885,1.0025,0.455,6.0,0.7407187122273172
6,0.885,1.0,0.455,6.0,0.7400088256173135
