,subsample,gamma,learning_rate,max_depth,score
5,0.885,1.0,0.45,6.0,0.7435774447919264
4,0.885,0.9925,0.45,6.0,0.7433855835459795
9,0.88505,1.0075,0.45,6.0,0.7432896529230061
2,0.88495,1.0,0.45,6.0,0.7432320945492219
8,0.88505,1.0,0.45,6.0,0.7427524414343547
6,0.885,1.0075,0.45,6.0,0.7421576715719191
3,0.88495,1.0075,0.45,6.0,0.741044876345427
1,0.88495,0.9925,0.45,6.0,0.7402198729878551
7,0.88505,0.9925,0.45,6.0,0.7400280117419081
